"Ano","Municipio_COD-IBGE","Municipio_Nome","UF","Quantidade_Acidentes_com_CAT_Tipicos","Quantidade_Acidentes_com_CAT_Trajeto","Quantidade_Acidentes_com_CAT_Doenca_Profissional","Quantidade_Obitos","Quantidade_Acidentes_Sem_CAT"
2009,420243,"BOCAINA DO SUL","SC",3,0,0,0,0
2009,420245,"BOMBINHAS","SC",15,10,0,0,0
2009,420250,"BOM JARDIM DA SERRA","SC",6,0,0,0,0
2009,420253,"BOM JESUS","SC",3,1,0,0,0
2009,420257,"BOM JESUS DO OESTE","SC",0,11,0,0,0
2009,420260,"BOM RETIRO","SC",66,1,0,1,0
2009,420270,"BOTUVERA","SC",17,5,0,0,0
2009,420280,"BRACO DO NORTE","SC",80,14,1,0,91
2009,420285,"BRACO DO TROMBUDO","SC",4,0,0,0,0
2009,420287,"BRUNOPOLIS","SC",2,1,0,1,0
2009,420290,"BRUSQUE","SC",727,276,6,4,678
2009,420300,"CACADOR","SC",209,14,0,0,524
2009,420310,"CAIBI","SC",8,1,0,0,0
2009,420315,"CALMON","SC",7,1,0,0,0
2009,420320,"CAMBORIU","SC",65,29,26,0,0
2009,420325,"CAPAO ALTO","SC",10,2,0,1,0
2009,420330,"CAMPO ALEGRE","SC",64,4,1,0,0
2009,420340,"CAMPO BELO DO SUL","SC",33,1,1,0,0
2009,420350,"CAMPO ERE","SC",13,1,0,0,0
2009,420360,"CAMPOS NOVOS","SC",70,8,0,0,260
2009,420370,"CANELINHA","SC",10,6,0,0,0
2009,420380,"CANOINHAS","SC",148,29,0,1,203
2009,420390,"CAPINZAL","SC",101,4,30,0,359
2009,420395,"CAPIVARI DE BAIXO","SC",44,22,0,0,0
2009,420400,"CATANDUVAS","SC",23,5,1,1,0
2009,420410,"CAXAMBU DO SUL","SC",5,0,0,0,0
2009,420415,"CELSO RAMOS","SC",1,0,0,0,0
2009,420419,"CHAPADAO DO LAGEADO","SC",1,0,0,0,0
2009,420420,"CHAPECO","SC",1092,211,236,4,1656
2009,420425,"COCAL DO SUL","SC",100,14,2,0,0
2009,420430,"CONCORDIA","SC",216,61,10,1,524
2009,420435,"CORDILHEIRA ALTA","SC",15,2,0,0,0
2009,420440,"CORONEL FREITAS","SC",16,5,2,0,0
2009,420450,"CORUPA","SC",50,7,0,0,0
2009,420455,"CORREIA PINTO","SC",34,3,0,0,0
2009,420460,"CRICIUMA","SC",727,111,20,2,403
2009,420470,"CUNHA PORA","SC",8,0,0,0,0
2009,420480,"CURITIBANOS","SC",117,14,2,1,214
2009,420490,"DESCANSO","SC",13,2,0,0,0
2009,420500,"DIONISIO CERQUEIRA","SC",3,1,0,0,0
2009,420510,"DONA EMMA","SC",7,1,0,0,0
2009,420515,"DOUTOR PEDRINHO","SC",7,0,0,0,0
2009,420517,"ENTRE RIOS","SC",2,1,0,0,0
2009,420519,"ERMO","SC",1,1,0,0,0
2009,420520,"ERVAL VELHO","SC",5,0,0,0,0
2009,420530,"FAXINAL DOS GUEDES","SC",33,10,0,0,0
2009,420540,"FLORIANOPOLIS","SC",1341,436,99,3,1267
2009,420543,"FORMOSA DO SUL","SC",2,0,0,0,0
2009,420545,"FORQUILHINHA","SC",110,12,1,1,0
2009,420550,"FRAIBURGO","SC",295,17,4,2,500
2009,420555,"FREI ROGERIO","SC",6,0,0,0,0
2009,420560,"GALVAO","SC",3,0,0,0,0
2009,420570,"GAROPABA","SC",14,4,0,0,0
2009,420580,"GARUVA","SC",36,5,1,0,0
2009,420590,"GASPAR","SC",67,30,0,0,0
2009,420600,"GOVERNADOR CELSO RAMOS","SC",6,3,0,0,0
2009,420610,"GRAO PARA","SC",8,4,0,0,0
2009,420620,"GRAVATAL","SC",23,2,0,0,0
2009,420630,"GUABIRUBA","SC",73,32,1,3,0
2009,420640,"GUARACIABA","SC",14,2,0,1,0
2009,420650,"GUARAMIRIM","SC",143,36,0,0,0
2009,420660,"GUARUJA DO SUL","SC",4,3,0,0,0
2009,420665,"GUATAMBU","SC",76,6,4,0,0
2009,420670,"HERVAL D OESTE","SC",72,9,5,2,0
2009,420675,"IBIAM","SC",2,1,0,0,0
2009,420680,"IBICARE","SC",4,0,0,0,0
2009,420690,"IBIRAMA","SC",103,28,1,0,219
2009,420700,"ICARA","SC",207,45,7,0,84
2009,420710,"ILHOTA","SC",9,2,0,1,0
2009,420720,"IMARUI","SC",1,1,0,0,0
2009,420730,"IMBITUBA","SC",62,24,0,0,86
2009,420740,"IMBUIA","SC",1,0,0,0,0
2009,420750,"INDAIAL","SC",283,89,2,3,84
2009,420757,"IOMERE","SC",9,1,0,0,0
2009,420765,"IPORA DO OESTE","SC",15,2,0,0,0
2009,420768,"IPUACU","SC",8,1,0,0,0
2009,420770,"IPUMIRIM","SC",17,2,7,0,0
2009,420775,"IRACEMINHA","SC",0,12,0,0,0
2009,420780,"IRANI","SC",6,1,0,0,0
2009,420785,"IRATI","SC",2,1,0,0,0
2009,420790,"IRINEOPOLIS","SC",5,1,0,0,0
2009,420800,"ITA","SC",13,0,0,0,0
2009,420810,"ITAIOPOLIS","SC",42,2,0,0,0
2009,420820,"ITAJAI","SC",805,239,16,4,763
2009,420830,"ITAPEMA","SC",67,22,4,0,0
2009,420840,"ITAPIRANGA","SC",49,11,15,1,9
2009,420845,"ITAPOA","SC",30,8,0,0,0
2009,420850,"ITUPORANGA","SC",20,3,1,0,0
2009,420860,"JABORA","SC",7,17,0,0,0
2009,420870,"JACINTO MACHADO","SC",18,4,0,0,0
2009,420880,"JAGUARUNA","SC",23,12,1,0,0
2009,420890,"JARAGUA DO SUL","SC",1029,328,8,6,136
2009,420900,"JOACABA","SC",109,26,2,1,501
2009,420910,"JOINVILLE","SC",2822,690,117,7,781
2009,420915,"JOSE BOITEUX","SC",3,1,0,0,0
2009,420917,"JUPIA","SC",2,0,0,0,0
2009,420920,"LACERDOPOLIS","SC",3,0,0,0,0
2009,420930,"LAGES","SC",442,87,15,3,555
2009,420940,"LAGUNA","SC",38,25,0,1,129
2009,420945,"LAJEADO GRANDE","SC",2,1,0,0,0
2009,420950,"LAURENTINO","SC",12,3,0,1,0
2009,420960,"LAURO MULLER","SC",100,14,4,0,36
2009,420970,"LEBON REGIS","SC",9,1,0,0,0
2009,420980,"LEOBERTO LEAL","SC",1,0,0,0,0
2009,420985,"LINDOIA DO SUL","SC",33,5,0,0,0
2009,420990,"LONTRAS","SC",16,1,0,0,0
2009,421000,"LUIZ ALVES","SC",7,1,1,0,0
2009,421003,"LUZERNA","SC",30,2,0,0,0
2009,421005,"MACIEIRA","SC",3,0,0,0,0
2009,421010,"MAFRA","SC",161,26,0,1,227
2009,421020,"MAJOR GERCINO","SC",5,2,0,0,0
2009,421030,"MAJOR VIEIRA","SC",4,0,0,0,0
2009,421040,"MARACAJA","SC",19,4,1,0,0
2009,421050,"MARAVILHA","SC",101,26,18,0,454
2009,421055,"MAREMA","SC",0,1,0,0,0
2009,421060,"MASSARANDUBA","SC",20,6,0,1,0
2009,421080,"MELEIRO","SC",14,2,1,0,0
2009,421085,"MIRIM DOCE","SC",3,1,0,0,0
2009,421090,"MODELO","SC",3,1,0,0,0
2009,421100,"MONDAI","SC",69,7,2,0,0
2009,421105,"MONTE CARLO","SC",42,2,0,0,0
2009,421110,"MONTE CASTELO","SC",11,8,0,1,0
2009,421120,"MORRO DA FUMACA","SC",28,16,1,1,0
2009,421125,"MORRO GRANDE","SC",79,5,1,0,0
2009,421130,"NAVEGANTES","SC",125,61,2,3,0
2009,421140,"NOVA ERECHIM","SC",12,1,0,0,0
2009,421145,"NOVA ITABERABA","SC",3,0,0,0,0
2009,421150,"NOVA TRENTO","SC",23,13,0,0,0
2009,421160,"NOVA VENEZA","SC",171,9,38,0,0
2009,421165,"NOVO HORIZONTE","SC",3,0,0,0,0
2009,421170,"ORLEANS","SC",128,13,1,0,57
2009,421175,"OTACILIO COSTA","SC",47,4,0,1,0
2009,421180,"OURO","SC",5,1,2,0,0
2009,421185,"OURO VERDE","SC",1,0,0,0,0
2009,421187,"PAIAL","SC",0,1,0,0,0
2009,421189,"PAINEL","SC",0,1,0,0,0
2009,421190,"PALHOCA","SC",263,125,30,2,456
2009,421200,"PALMA SOLA","SC",43,2,0,0,0
2009,421205,"PALMEIRA","SC",9,2,0,0,0
2009,421210,"PALMITOS","SC",20,1,0,0,0
2009,421220,"PAPANDUVA","SC",21,6,0,1,0
2009,421223,"PARAISO","SC",2,0,0,0,0
2009,421225,"PASSO DE TORRES","SC",11,2,0,0,0
2009,421227,"PASSOS MAIA","SC",13,1,0,1,0
2009,421230,"PAULO LOPES","SC",8,5,0,1,0
2009,421240,"PEDRAS GRANDES","SC",3,5,0,0,0
2009,421250,"PENHA","SC",24,13,1,0,0
2009,421260,"PERITIBA","SC",1,0,0,0,0
2009,421270,"PETROLANDIA","SC",1,1,0,0,0
2009,421280,"BALNEARIO PICARRAS","SC",34,8,0,0,0
2009,421290,"PINHALZINHO","SC",29,6,2,0,378
2009,421300,"PINHEIRO PRETO","SC",12,0,0,0,0
2009,421310,"PIRATUBA","SC",7,2,0,0,0
2009,421315,"PLANALTO ALEGRE","SC",3,1,0,0,0
2009,421320,"POMERODE","SC",107,39,0,0,0
2009,421330,"PONTE ALTA","SC",3,1,0,0,0
2009,421335,"PONTE ALTA DO NORTE","SC",17,0,0,0,0
2009,421340,"PONTE SERRADA","SC",19,0,0,1,0
2009,421350,"PORTO BELO","SC",28,10,0,0,0
2009,421360,"PORTO UNIAO","SC",36,9,0,0,217
2009,421370,"POUSO REDONDO","SC",33,11,1,2,0
2009,421380,"PRAIA GRANDE","SC",18,3,0,2,1
2009,421400,"PRESIDENTE GETULIO","SC",69,10,0,1,0
2009,421415,"PRINCESA","SC",5,0,0,0,0
2009,421420,"QUILOMBO","SC",51,5,3,0,0
2009,421430,"RANCHO QUEIMADO","SC",3,2,0,0,0
2009,421440,"RIO DAS ANTAS","SC",13,2,1,0,0
2009,421450,"RIO DO CAMPO","SC",2,1,0,0,0
2009,421460,"RIO DO OESTE","SC",6,0,0,0,0
2009,421470,"RIO DOS CEDROS","SC",47,11,0,0,0
2009,421480,"RIO DO SUL","SC",296,37,1,1,911
2009,421490,"RIO FORTUNA","SC",11,4,0,0,0
2009,421500,"RIO NEGRINHO","SC",113,7,0,1,1
2009,421507,"RIQUEZA","SC",1,0,0,0,0
2009,421510,"RODEIO","SC",87,24,0,0,0
2009,421520,"ROMELANDIA","SC",0,3,0,0,0
2009,421530,"SALETE","SC",9,3,0,0,0
2009,421535,"SALTINHO","SC",2,1,0,0,0
2009,421540,"SALTO VELOSO","SC",42,1,7,0,0
2009,421545,"SANGAO","SC",50,12,0,0,0
2009,421550,"SANTA CECILIA","SC",50,4,0,0,0
2009,421555,"SANTA HELENA","SC",1,0,0,0,0
2009,421560,"SANTA ROSA DE LIMA","SC",4,1,0,0,0
2009,421565,"SANTA ROSA DO SUL","SC",2,2,0,0,0
2009,421567,"SANTA TEREZINHA","SC",1,0,0,0,0
2009,421570,"SANTO AMARO DA IMPERATRIZ","SC",33,22,6,0,0
2009,421580,"SAO BENTO DO SUL","SC",404,52,1,1,651
2009,421590,"SAO BONIFACIO","SC",4,0,0,0,0
2009,421600,"SAO CARLOS","SC",3,1,0,0,0
2009,421605,"SAO CRISTOVAO DO SUL","SC",13,0,0,2,0
2009,421610,"SAO DOMINGOS","SC",11,2,0,0,0
2009,421620,"SAO FRANCISCO DO SUL","SC",164,34,0,3,37
2009,421625,"SAO JOAO DO OESTE","SC",3,3,0,0,0
2009,421630,"SAO JOAO BATISTA","SC",37,20,0,0,0
2009,421635,"SAO JOAO DO ITAPERIU","SC",7,2,0,0,0
2009,421640,"SAO JOAO DO SUL","SC",5,0,0,0,0
2009,421650,"SAO JOAQUIM","SC",30,3,0,1,270
2009,421660,"SAO JOSE","SC",764,256,90,4,348
2009,421670,"SAO JOSE DO CEDRO","SC",34,6,0,0,1
2009,421680,"SAO JOSE DO CERRITO","SC",8,1,0,1,0
2009,421690,"SAO LOURENCO DO OESTE","SC",76,10,0,0,432
2009,421700,"SAO LUDGERO","SC",64,8,4,0,0
2009,421710,"SAO MARTINHO","SC",6,1,0,0,0
2009,421715,"SAO MIGUEL DA BOA VISTA","SC",0,1,0,0,0
2009,421720,"SAO MIGUEL DO OESTE","SC",99,21,0,1,1039
2009,421725,"SAO PEDRO DE ALCANTARA","SC",1,1,0,0,0
2009,421730,"SAUDADES","SC",18,4,0,0,0
2009,421740,"SCHROEDER","SC",22,17,0,0,0
2009,421750,"SEARA","SC",106,13,9,0,0
2009,421755,"SERRA ALTA","SC",1,0,0,0,0
2009,421760,"SIDEROPOLIS","SC",53,9,2,0,0
2009,421770,"SOMBRIO","SC",48,18,0,1,31
2009,421775,"SUL BRASIL","SC",3,1,0,0,0
2009,421780,"TAIO","SC",34,5,0,0,1
2009,421790,"TANGARA","SC",57,3,1,0,0
2009,421795,"TIGRINHOS","SC",0,2,0,0,0
2009,421800,"TIJUCAS","SC",295,45,1,0,376
2009,421810,"TIMBE DO SUL","SC",7,2,0,0,0
2009,421820,"TIMBO","SC",319,68,0,0,99
2009,421825,"TIMBO GRANDE","SC",5,0,0,0,0
2009,421830,"TRES BARRAS","SC",38,10,1,1,0
2009,421835,"TREVISO","SC",61,3,6,2,0
2009,421840,"TREZE DE MAIO","SC",9,4,0,1,0
2009,421850,"TREZE TILIAS","SC",20,3,0,0,0
2009,421860,"TROMBUDO CENTRAL","SC",11,1,0,0,0
2009,421870,"TUBARAO","SC",311,141,10,1,402
2009,421875,"TUNAPOLIS","SC",0,1,0,0,0
2009,421880,"TURVO","SC",18,4,0,1,0
2009,421885,"UNIAO DO OESTE","SC",2,0,0,0,0
2009,421890,"URUBICI","SC",1,1,0,0,0
2009,421895,"URUPEMA","SC",1,0,0,0,0
2009,421900,"URUSSANGA","SC",197,26,3,0,161
2009,421910,"VARGEAO","SC",3,0,0,0,0
2009,421915,"VARGEM","SC",4,0,0,1,0
2009,421917,"VARGEM BONITA","SC",34,1,0,0,0
2009,421920,"VIDAL RAMOS","SC",4,2,0,0,0
2009,421930,"VIDEIRA","SC",284,43,48,0,567
2009,421935,"VITOR MEIRELES","SC",1,1,0,0,0
2009,421940,"WITMARSUM","SC",7,1,0,0,0
2009,421950,"XANXERE","SC",157,18,1,1,715
2009,421970,"XAXIM","SC",95,16,27,0,110
2009,421985,"ZORTEA","SC",3,0,0,1,0
2009,430000,"IGNORADO RIO GRANDE DO SUL","RS",7,9,0,0,1798
2009,430003,"ACEGUA","RS",8,2,0,0,0
2009,430005,"AGUA SANTA","RS",5,0,0,0,0
2009,430010,"AGUDO","RS",12,5,0,0,0
2009,430020,"AJURICABA","RS",9,1,0,0,0
2009,430030,"ALECRIM","RS",2,1,0,0,0
2009,430040,"ALEGRETE","RS",180,26,9,1,63
2009,430047,"ALMIRANTE TAMANDARE DO SUL","RS",4,2,0,1,0
2009,430050,"ALPESTRE","RS",1,0,0,0,0
2009,430055,"ALTO ALEGRE","RS",1,0,0,0,0
2009,430057,"ALTO FELIZ","RS",2,2,0,0,0
2009,430060,"ALVORADA","RS",235,91,11,1,308
2009,430063,"AMARAL FERRADOR","RS",4,0,0,0,0
2009,430064,"AMETISTA DO SUL","RS",0,2,0,0,0
2009,430066,"ANDRE DA ROCHA","RS",2,0,0,0,0
2009,430070,"ANTA GORDA","RS",3,0,0,0,0
2009,430080,"ANTONIO PRADO","RS",70,3,2,1,0
2009,430085,"ARAMBARE","RS",2,0,0,0,0
2009,430087,"ARARICA","RS",6,2,1,0,0
2009,430090,"ARATIBA","RS",6,0,1,0,0
2009,430100,"ARROIO DO MEIO","RS",40,21,0,0,0
2009,430105,"ARROIO DO SAL","RS",8,1,0,0,0
2009,430107,"ARROIO DO PADRE","RS",1,0,0,0,0
2009,430110,"ARROIO DOS RATOS","RS",18,6,0,2,0
2009,430120,"ARROIO DO TIGRE","RS",4,1,0,0,0
2009,430130,"ARROIO GRANDE","RS",18,1,1,0,0
2009,430140,"ARVOREZINHA","RS",7,1,0,0,0
2009,430150,"AUGUSTO PESTANA","RS",3,1,0,0,0
2009,430155,"AUREA","RS",3,1,0,0,0
2009,430160,"BAGE","RS",105,35,21,1,267
2009,430163,"BALNEARIO PINHAL","RS",5,1,0,0,0
2009,430165,"BARAO","RS",8,3,0,0,0
2009,430170,"BARAO DE COTEGIPE","RS",4,1,0,0,0
2009,430175,"BARAO DO TRIUNFO","RS",2,0,0,0,0
2009,430180,"BARRACAO","RS",4,1,0,0,0
2009,430185,"BARRA DO GUARITA","RS",0,1,0,0,0
2009,430187,"BARRA DO QUARAI","RS",7,0,1,0,0
2009,430190,"BARRA DO RIBEIRO","RS",14,4,1,0,0
2009,430192,"BARRA DO RIO AZUL","RS",1,0,0,0,0
2009,430195,"BARRA FUNDA","RS",13,1,0,0,0
2009,430200,"BARROS CASSAL","RS",1,0,0,0,0
2009,430205,"BENJAMIN CONSTANT DO SUL","RS",1,0,0,0,0
2009,430210,"BENTO GONCALVES","RS",236,49,28,1,223
2009,430215,"BOA VISTA DAS MISSOES","RS",1,0,0,0,0
2009,430220,"BOA VISTA DO BURICA","RS",10,0,0,0,0
2009,430222,"BOA VISTA DO CADEADO","RS",1,0,0,0,0
2009,430223,"BOA VISTA DO INCRA","RS",1,0,0,0,0
2009,430225,"BOA VISTA DO SUL","RS",1,1,0,0,0
2009,430230,"BOM JESUS","RS",8,0,0,0,0
2009,430235,"BOM PRINCIPIO","RS",53,7,0,0,0
2009,430237,"BOM PROGRESSO","RS",1,0,1,0,0
2009,430240,"BOM RETIRO DO SUL","RS",16,9,1,0,0
2009,430245,"BOQUEIRAO DO LEAO","RS",12,0,0,0,0
2009,430250,"BOSSOROCA","RS",2,0,0,0,0
2009,430258,"BOZANO","RS",2,1,0,0,0
2009,430260,"BRAGA","RS",3,0,0,0,0
2009,430265,"BROCHIER","RS",1,2,0,0,0
2009,430270,"BUTIA","RS",44,4,1,0,39
2009,430280,"CACAPAVA DO SUL","RS",35,3,0,0,87
2009,430290,"CACEQUI","RS",20,0,0,0,56
2009,430300,"CACHOEIRA DO SUL","RS",210,30,1,0,321
2009,430310,"CACHOEIRINHA","RS",446,101,73,1,336
2009,430320,"CACIQUE DOBLE","RS",2,2,0,0,0
2009,430330,"CAIBATE","RS",1,2,0,0,0
2009,430340,"CAICARA","RS",0,1,0,0,0
2009,430350,"CAMAQUA","RS",115,17,1,1,407
2009,430355,"CAMARGO","RS",3,0,0,0,0
2009,430360,"CAMBARA DO SUL","RS",45,4,0,1,0
2009,430367,"CAMPESTRE DA SERRA","RS",1,0,0,0,0
2009,430370,"CAMPINA DAS MISSOES","RS",0,2,0,0,0
2009,430380,"CAMPINAS DO SUL","RS",3,0,0,0,0
2009,430390,"CAMPO BOM","RS",134,52,2,0,31
2009,430400,"CAMPO NOVO","RS",5,1,0,0,0
2009,430410,"CAMPOS BORGES","RS",4,0,0,0,0
2009,430420,"CANDELARIA","RS",25,6,1,1,166
2009,430430,"CANDIDO GODOI","RS",6,0,0,0,0
2009,430435,"CANDIOTA","RS",224,19,8,2,0
2009,430440,"CANELA","RS",123,19,3,1,81
2009,430450,"CANGUCU","RS",12,2,0,0,114
2009,430460,"CANOAS","RS",954,211,107,6,420
2009,430462,"CAPAO BONITO DO SUL","RS",1,0,0,0,0
2009,430463,"CAPAO DA CANOA","RS",89,21,3,1,0
2009,430465,"CAPAO DO CIPO","RS",5,0,0,0,0
2009,430466,"CAPAO DO LEAO","RS",34,12,12,1,0
2009,430467,"CAPIVARI DO SUL","RS",18,3,0,0,0
2009,430468,"CAPELA DE SANTANA","RS",3,2,0,0,0
2009,430469,"CAPITAO","RS",1,0,0,0,0
2009,430470,"CARAZINHO","RS",164,32,4,1,649
2009,430471,"CARAA","RS",4,1,0,0,0
2009,430480,"CARLOS BARBOSA","RS",128,12,5,0,0
2009,430490,"CASCA","RS",14,2,2,0,33
2009,430495,"CASEIROS","RS",1,0,0,0,0
2009,430500,"CATUIPE","RS",5,0,0,0,0
2009,430510,"CAXIAS DO SUL","RS",3387,283,120,4,1206
2009,430512,"CERRITO","RS",1,0,0,0,0
2009,430513,"CERRO BRANCO","RS",1,0,0,0,0
2009,430517,"CERRO GRANDE DO SUL","RS",5,1,0,0,0
2009,430520,"CERRO LARGO","RS",42,1,0,0,173
2009,430530,"CHAPADA","RS",7,2,0,0,0
2009,430535,"CHARQUEADAS","RS",80,16,6,0,0
2009,430537,"CHARRUA","RS",3,0,0,0,0
2009,430540,"CHIAPETTA","RS",1,0,0,0,0
2009,430544,"CHUVISCA","RS",1,0,0,0,0
2009,430545,"CIDREIRA","RS",5,3,0,0,0
2009,430550,"CIRIACO","RS",2,0,0,0,0
2009,430558,"COLINAS","RS",3,1,0,0,0
2009,430560,"COLORADO","RS",2,0,0,0,0
2009,430570,"CONDOR","RS",13,0,0,0,0
2009,430580,"CONSTANTINA","RS",6,1,0,0,0
2009,430587,"CORONEL BARROS","RS",1,2,0,0,0
2009,430590,"CORONEL BICACO","RS",4,0,0,0,0
2009,430595,"COTIPORA","RS",6,2,0,0,0
2009,430597,"COXILHA","RS",3,2,0,0,0
2009,430600,"CRISSIUMAL","RS",10,0,0,0,0
2009,430605,"CRISTAL","RS",17,1,0,0,0
2009,430610,"CRUZ ALTA","RS",164,24,1,0,50
2009,430620,"CRUZEIRO DO SUL","RS",27,4,0,0,0
2009,430640,"DOIS IRMAOS","RS",177,15,0,0,23
2009,430642,"DOIS IRMAOS DAS MISSOES","RS",4,0,0,0,0
2009,430645,"DOIS LAJEADOS","RS",3,0,0,0,0
2009,430650,"DOM FELICIANO","RS",7,0,0,0,0
2009,430655,"DOM PEDRO DE ALCANTARA","RS",1,0,0,0,0
2009,430660,"DOM PEDRITO","RS",69,15,0,0,55
2009,430670,"DONA FRANCISCA","RS",0,1,0,0,0
2009,430673,"DOUTOR MAURICIO CARDOSO","RS",3,1,0,0,0
2009,430675,"DOUTOR RICARDO","RS",1,1,0,0,0
2009,430676,"ELDORADO DO SUL","RS",162,22,6,0,0
2009,430680,"ENCANTADO","RS",41,9,0,1,87
2009,430690,"ENCRUZILHADA DO SUL","RS",23,8,1,1,31
2009,430693,"ENTRE-IJUIS","RS",5,1,0,0,0
2009,430695,"ENTRE RIOS DO SUL","RS",4,0,0,0,0
2009,430697,"EREBANGO","RS",3,1,0,0,0
2009,430700,"ERECHIM","RS",902,67,71,1,1504
2009,430705,"ERNESTINA","RS",1,1,0,1,0
2009,430710,"HERVAL","RS",3,0,0,0,0
2009,430720,"ERVAL GRANDE","RS",2,1,0,0,0
2009,430730,"ERVAL SECO","RS",2,1,0,0,0
2009,430740,"ESMERALDA","RS",3,0,0,0,0
2009,430750,"ESPUMOSO","RS",24,1,0,0,0
2009,430755,"ESTACAO","RS",21,0,0,0,0
2009,430760,"ESTANCIA VELHA","RS",108,26,2,0,0
2009,430770,"ESTEIO","RS",476,75,16,1,130
2009,430780,"ESTRELA","RS",132,20,3,2,51
2009,430781,"ESTRELA VELHA","RS",2,1,0,0,0
2009,430783,"EUGENIO DE CASTRO","RS",0,1,0,0,0
2009,430786,"FAGUNDES VARELA","RS",2,0,0,0,0
2009,430790,"FARROUPILHA","RS",454,32,4,0,111
2009,430800,"FAXINAL DO SOTURNO","RS",6,0,0,0,0
2009,430805,"FAXINALZINHO","RS",3,0,0,0,0
2009,430807,"FAZENDA VILANOVA","RS",6,0,1,0,0
2009,430810,"FELIZ","RS",27,2,0,0,0
2009,430820,"FLORES DA CUNHA","RS",142,7,3,0,0
2009,430830,"FONTOURA XAVIER","RS",9,1,0,0,0
2009,430840,"FORMIGUEIRO","RS",4,0,0,0,0
2009,430843,"FORQUETINHA","RS",2,2,0,0,0
2009,430845,"FORTALEZA DOS VALOS","RS",4,0,0,0,0
2009,430850,"FREDERICO WESTPHALEN","RS",104,11,23,0,563
2009,430860,"GARIBALDI","RS",71,14,11,0,114
2009,430865,"GARRUCHOS","RS",3,2,0,0,0
2009,430870,"GAURAMA","RS",12,1,0,0,0
2009,430880,"GENERAL CAMARA","RS",4,1,0,0,0
2009,430885,"GENTIL","RS",1,0,0,0,0
2009,430890,"GETULIO VARGAS","RS",38,4,0,2,37
2009,430900,"GIRUA","RS",16,2,0,0,33
2009,430905,"GLORINHA","RS",58,3,1,0,0
2009,430910,"GRAMADO","RS",101,10,2,0,0
2009,430920,"GRAVATAI","RS",1107,234,104,2,248
2009,430930,"GUAIBA","RS",211,34,0,0,15
2009,430940,"GUAPORE","RS",72,5,1,0,58
2009,430950,"GUARANI DAS MISSOES","RS",18,2,0,0,0
2009,430955,"HARMONIA","RS",26,1,0,0,0
2009,430957,"HERVEIRAS","RS",1,1,0,0,0
2009,430960,"HORIZONTINA","RS",52,9,9,0,77
2009,430965,"HULHA NEGRA","RS",21,1,44,0,0
2009,430970,"HUMAITA","RS",2,0,0,0,0
2009,430975,"IBARAMA","RS",1,0,0,0,0
2009,430980,"IBIACA","RS",4,0,0,0,0
2009,430990,"IBIRAIARAS","RS",5,0,1,0,0
2009,430995,"IBIRAPUITA","RS",3,0,0,0,0
2009,431000,"IBIRUBA","RS",63,7,0,0,72
2009,431010,"IGREJINHA","RS",121,36,1,2,0
2009,431020,"IJUI","RS",217,39,1,0,269
2009,431030,"ILOPOLIS","RS",3,0,0,0,0
2009,431033,"IMBE","RS",18,5,1,0,0
2009,431036,"IMIGRANTE","RS",8,1,0,0,0
2009,431040,"INDEPENDENCIA","RS",5,0,0,0,0
2009,431041,"INHACORA","RS",0,1,0,0,0
2009,431043,"IPE","RS",9,0,0,0,0
2009,431046,"IPIRANGA DO SUL","RS",1,0,0,0,0
2009,431050,"IRAI","RS",3,1,0,1,0
2009,431053,"ITAARA","RS",9,0,0,0,0
2009,431057,"ITAPUCA","RS",1,0,0,0,0
2009,431060,"ITAQUI","RS",63,8,2,2,95
2009,431065,"ITATI","RS",0,1,0,0,0
2009,431070,"ITATIBA DO SUL","RS",2,0,0,0,0
2009,431075,"IVORA","RS",1,0,0,0,0
2009,431080,"IVOTI","RS",48,4,5,0,3
2009,431085,"JABOTICABA","RS",1,0,0,0,0
2009,431090,"JACUTINGA","RS",8,0,0,0,0
2009,431100,"JAGUARAO","RS",42,1,2,0,38
2009,431110,"JAGUARI","RS",8,0,1,1,0
2009,431113,"JARI","RS",1,0,0,0,0
2009,431115,"JOIA","RS",1,1,0,0,0
2009,431120,"JULIO DE CASTILHOS","RS",54,5,3,1,55
2009,431125,"LAGOAO","RS",2,0,0,0,0
2009,431127,"LAGOA DOS TRES CANTOS","RS",1,0,0,0,0
2009,431130,"LAGOA VERMELHA","RS",29,1,1,0,493
2009,431140,"LAJEADO","RS",395,91,2,4,80
2009,431150,"LAVRAS DO SUL","RS",6,1,0,0,0
2009,431162,"LINDOLFO COLLOR","RS",25,3,1,0,0
2009,431164,"LINHA NOVA","RS",2,0,0,0,0
2009,431171,"MACAMBARA","RS",6,1,0,0,0
2009,431173,"MAMPITUBA","RS",0,1,0,0,0
2009,431175,"MANOEL VIANA","RS",4,0,0,0,0
2009,431177,"MAQUINE","RS",85,1,0,0,0
2009,431179,"MARATA","RS",1,1,0,0,0
2009,431180,"MARAU","RS",264,14,19,0,84
2009,431190,"MARCELINO RAMOS","RS",1,2,1,1,0
2009,431198,"MARIANA PIMENTEL","RS",1,0,0,0,0
2009,431200,"MARIANO MORO","RS",3,0,0,0,0
2009,431205,"MARQUES DE SOUZA","RS",1,1,0,1,0
2009,431210,"MATA","RS",2,0,0,0,0
2009,431213,"MATO CASTELHANO","RS",3,0,0,0,0
2009,431215,"MATO LEITAO","RS",13,1,0,0,0
2009,431217,"MATO QUEIMADO","RS",0,1,0,0,0
